SalesOrderID,Country,OrderDate,SalesChannelCode,ProdID,StyleName,CustomerAccountNumber,StoreKey,ProductLabel,ProductName,ProductDescription,Manufacturer,BrandName,Class,Color,StockType,Units,SalesAmount,RePurch,NSAT,SubCategory,Category,Sale Size
SO5068230,United States,"Tuesday, September 9, 2014",S,1295,Product0406049,AW00000197,96,406049,Contoso Telephoto Conversion Lens X400 Black,Telephoto conversion Lens for compatible cyber shot digital cameras,"Contoso, Ltd",Contoso,Deluxe,Black,High,2,"$1,190.00 ",2,2,Cameras & Camcorders Accessories,Cameras and camcorders,Medium
SO518309,United States,"Saturday, February 22, 2014",S,1293,Product0406047,AW00000433,93,406047,Contoso Telephoto Conversion Lens X400 Silver,Telephoto conversion Lens for compatible cyber shot digital cameras,"Contoso, Ltd",Contoso,Deluxe,Silver,High,2,"$1,190.00 ",4,5,Cameras & Camcorders Accessories,Cameras and camcorders,Medium
SO7185011,United States,"Sunday, November 8, 2015",S,2085,Product0804001,AW00000477,40,804001,Contoso Water Heater 7.2GPM X1800 White,"Delivers 7.2 gallons per minute, Can save up to 50% off utility costs annually","Contoso, Ltd",Contoso,Deluxe,White,Low,1,"$1,475.00 ",2,5,Water Heaters,Home Appliances,Medium
SO611888,United States,"Tuesday, September 15, 2015",S,2095,Product0804011,AW00000331,264,804011,Contoso Water Heater 7.2GPM X1800 Green,"Delivers 7.2 gallons per minute, Can save up to 50% off utility costs annually","Contoso, Ltd",Contoso,Deluxe,Green,Low,2,"$2,950.00 ",4,3,Water Heaters,Home Appliances,Medium
SO6117330,United States,"Monday, August 31, 2015",S,2085,Product0804001,AW00000676,307,804001,Contoso Water Heater 7.2GPM X1800 White,"Delivers 7.2 gallons per minute, Can save up to 50% off utility costs annually","Contoso, Ltd",Contoso,Deluxe,White,Low,2,"$2,950.00 ",4,2,Water Heaters,Home Appliances,Medium
SO652573,United States,"Saturday, June 20, 2015",S,2085,Product0804001,AW00000539,232,804001,Contoso Water Heater 7.2GPM X1800 White,"Delivers 7.2 gallons per minute, Can save up to 50% off utility costs annually","Contoso, Ltd",Contoso,Deluxe,White,Low,1,"$1,475.00 ",4,3,Water Heaters,Home Appliances,Medium
SO718352,United States,"Wednesday, March 25, 2015",S,2090,Product0804006,AW00000621,223,804006,Contoso Water Heater 7.2GPM X1800 Blue,"Delivers 7.2 gallons per minute, Can save up to 50% off utility costs annually","Contoso, Ltd",Contoso,Deluxe,Blue,Low,3,"$4,425.00 ",3,3,Water Heaters,Home Appliances,Medium
SO6530319,United States,"Sunday, February 8, 2015",S,2085,Product0804001,AW00000061,76,804001,Contoso Water Heater 7.2GPM X1800 White,"Delivers 7.2 gallons per minute, Can save up to 50% off utility costs annually","Contoso, Ltd",Contoso,Deluxe,White,Low,3,"$4,425.00 ",6,4,Water Heaters,Home Appliances,Medium
SO507273,United States,"Wednesday, January 14, 2015",S,2100,Product0804016,AW00000054,300,804016,Contoso Water Heater 7.2GPM X1800 Silver,"Delivers 7.2 gallons per minute, Can save up to 50% off utility costs annually","Contoso, Ltd",Contoso,Deluxe,Silver,Low,3,"$4,425.00 ",5,4,Water Heaters,Home Appliances,Medium
SO5716216,United States,"Saturday, October 11, 2014",S,2090,Product0804006,AW00000476,88,804006,Contoso Water Heater 7.2GPM X1800 Blue,"Delivers 7.2 gallons per minute, Can save up to 50% off utility costs annually","Contoso, Ltd",Contoso,Deluxe,Blue,Low,3,"$4,425.00 ",0,3,Water Heaters,Home Appliances,Medium
SO5354611,United States,"Thursday, September 11, 2014",S,2100,Product0804016,AW00000624,292,804016,Contoso Water Heater 7.2GPM X1800 Silver,"Delivers 7.2 gallons per minute, Can save up to 50% off utility costs annually","Contoso, Ltd",Contoso,Deluxe,Silver,Low,3,"$4,425.00 ",4,4,Water Heaters,Home Appliances,Medium
SO571257,United States,"Saturday, September 6, 2014",S,2085,Product0804001,AW00000108,190,804001,Contoso Water Heater 7.2GPM X1800 White,"Delivers 7.2 gallons per minute, Can save up to 50% off utility costs annually","Contoso, Ltd",Contoso,Deluxe,White,Low,2,"$2,950.00 ",2,7,Water Heaters,Home Appliances,Medium
SO502083,United States,"Tuesday, August 26, 2014",S,2085,Product0804001,AW00000328,238,804001,Contoso Water Heater 7.2GPM X1800 White,"Delivers 7.2 gallons per minute, Can save up to 50% off utility costs annually","Contoso, Ltd",Contoso,Deluxe,White,Low,3,"$4,425.00 ",2,3,Water Heaters,Home Appliances,Medium
SO5028211,United States,"Monday, August 4, 2014",S,2105,Product0804021,AW00000345,33,804021,Contoso Water Heater 7.2GPM X1800 Grey,"Delivers 7.2 gallons per minute, Can save up to 50% off utility costs annually","Contoso, Ltd",Contoso,Deluxe,Grey,Low,1,"$1,475.00 ",4,3,Water Heaters,Home Appliances,Medium
SO5356914,United States,"Saturday, June 7, 2014",S,2110,Product0804026,AW00000055,201,804026,Contoso Water Heater 7.2GPM X1800 Red,"Delivers 7.2 gallons per minute, Can save up to 50% off utility costs annually","Contoso, Ltd",Contoso,Deluxe,Red,Low,2,"$2,950.00 ",4,3,Water Heaters,Home Appliances,Medium
SO502985,United States,"Friday, April 25, 2014",S,2090,Product0804006,AW00000257,91,804006,Contoso Water Heater 7.2GPM X1800 Blue,"Delivers 7.2 gallons per minute, Can save up to 50% off utility costs annually","Contoso, Ltd",Contoso,Deluxe,Blue,Low,1,"$1,475.00 ",3,4,Water Heaters,Home Appliances,Medium
SO5108814,United States,"Wednesday, December 25, 2013",S,2095,Product0804011,AW00000125,21,804011,Contoso Water Heater 7.2GPM X1800 Green,"Delivers 7.2 gallons per minute, Can save up to 50% off utility costs annually","Contoso, Ltd",Contoso,Deluxe,Green,Low,1,"$1,475.00 ",2,4,Water Heaters,Home Appliances,Medium
SO5530112,United States,"Monday, December 2, 2013",S,2090,Product0804006,AW00000414,294,804006,Contoso Water Heater 7.2GPM X1800 Blue,"Delivers 7.2 gallons per minute, Can save up to 50% off utility costs annually","Contoso, Ltd",Contoso,Deluxe,Blue,Low,2,"$2,950.00 ",4,3,Water Heaters,Home Appliances,Medium
SO5068320,United States,"Sunday, October 27, 2013",S,2095,Product0804011,AW00000072,233,804011,Contoso Water Heater 7.2GPM X1800 Green,"Delivers 7.2 gallons per minute, Can save up to 50% off utility costs annually","Contoso, Ltd",Contoso,Deluxe,Green,Low,2,"$2,950.00 ",5,3,Water Heaters,Home Appliances,Medium
SO717907,United States,"Monday, October 19, 2015",S,1975,Product0802079,AW00000692,57,802079,Litware Refrigerator L1200 Orange,Total Capacity: 24.7cu.ft. Dispense-a-Can storage for easy access to drinks,"Litware, Inc.",Litware,Deluxe,Orange,Mid,1,"$3,199.99 ",1,4,Refrigerators,Home Appliances,Medium
SO6526322,United States,"Thursday, September 24, 2015",S,1939,Product0802043,AW00000542,285,802043,Litware Refrigerator 24.7CuFt X980 White,"Total Capacity: 24.7cu.ft, Dispense-a-Can storage for easy access to drinks","Litware, Inc.",Litware,Deluxe,White,Mid,1,"$3,199.99 ",3,5,Refrigerators,Home Appliances,Medium
SO695213,United States,"Saturday, May 2, 2015",S,1957,Product0802061,AW00000693,173,802061,Litware Refrigerator 24.7CuFt X980 Green,Total Capacity: 24.7cu.ft. Dispense-a-Can storage for easy access to drinks,"Litware, Inc.",Litware,Deluxe,Green,Mid,1,"$3,199.99 ",3,3,Refrigerators,Home Appliances,Medium
SO5172611,United States,"Sunday, January 25, 2015",S,1897,Product0802001,AW00000199,83,802001,Fabrikam Refrigerator 24.7CuFt X9800 White,"Total Capacity: 24.7cu.ft, Dispense-a-Can storage for easy access to drinks","Fabrikam, Inc.",Fabrikam,Deluxe,White,Mid,1,"$3,199.99 ",4,4,Refrigerators,Home Appliances,Medium
SO5177710,United States,"Friday, January 23, 2015",S,1903,Product0802007,AW00000237,32,802007,Fabrikam Refrigerator 24.7CuFt X9800 Brown,"Total Capacity: 24.7cu.ft, Dispense-a-Can storage for easy access to drinks","Fabrikam, Inc.",Fabrikam,Deluxe,Brown,Mid,1,"$3,199.99 ",4,1,Refrigerators,Home Appliances,Medium
SO5030411,United States,"Wednesday, December 3, 2014",S,1957,Product0802061,AW00000079,33,802061,Litware Refrigerator 24.7CuFt X980 Green,Total Capacity: 24.7cu.ft. Dispense-a-Can storage for easy access to drinks,"Litware, Inc.",Litware,Deluxe,Green,Mid,1,"$3,199.99 ",2,4,Refrigerators,Home Appliances,Medium
SO5703033,United States,"Friday, August 1, 2014",S,1897,Product0802001,AW00000236,227,802001,Fabrikam Refrigerator 24.7CuFt X9800 White,"Total Capacity: 24.7cu.ft, Dispense-a-Can storage for easy access to drinks","Fabrikam, Inc.",Fabrikam,Deluxe,White,Mid,1,"$3,199.99 ",3,2,Refrigerators,Home Appliances,Medium
SO5068327,United States,"Sunday, July 20, 2014",S,1933,Product0802037,AW00000072,175,802037,Fabrikam Refrigerator 24.7CuFt X9800 Orange,Total Capacity: 24.7cu.ft. Dispense-a-Can storage for easy access to drinks,"Fabrikam, Inc.",Fabrikam,Deluxe,Orange,Mid,1,"$3,199.99 ",1,1,Refrigerators,Home Appliances,Medium
SO507264,United States,"Tuesday, February 11, 2014",S,1915,Product0802019,AW00000170,233,802019,Fabrikam Refrigerator 24.7CuFt X9800 Green,"Total Capacity: 24.7cu.ft, Dispense-a-Can storage for easy access to drinks","Fabrikam, Inc.",Fabrikam,Deluxe,Green,Mid,1,"$3,199.99 ",5,2,Refrigerators,Home Appliances,Medium
SO652426,United States,"Thursday, December 10, 2015",S,2073,Product0803091,AW00000627,26,803091,Contoso Microwave 1.5CuFt X0110 Red,1100-watt 1-1/2-cubic-foot convection microwave oven,"Contoso, Ltd",Contoso,Deluxe,Red,Mid,5,"$3,329.70 ",3,2,Microwaves,Home Appliances,Medium
SO719012,United States,"Tuesday, December 8, 2015",S,2043,Product0803061,AW00000165,88,803061,Litware Microwave 1.5CuFt X110 Black,1100-watt 1-1/2-cubic-foot convection microwave oven,"Litware, Inc.",Litware,Deluxe,Black,Mid,3,"$1,997.82 ",2,4,Microwaves,Home Appliances,Medium
SO6728417,United States,"Wednesday, November 18, 2015",S,2061,Product0803079,AW00000594,275,803079,Contoso Microwave 1.5CuFt X0110 Silver,1100-watt 1-1/2-cubic-foot convection microwave oven,"Contoso, Ltd",Contoso,Deluxe,Silver,Mid,4,"$2,663.76 ",2,3,Microwaves,Home Appliances,Medium
SO6118417,United States,"Thursday, October 29, 2015",S,2061,Product0803079,AW00000599,85,803079,Contoso Microwave 1.5CuFt X0110 Silver,1100-watt 1-1/2-cubic-foot convection microwave oven,"Contoso, Ltd",Contoso,Deluxe,Silver,Mid,4,"$2,663.76 ",3,2,Microwaves,Home Appliances,Medium
SO651763,United States,"Monday, October 12, 2015",S,2007,Product0803025,AW00000420,184,803025,Fabrikam Microwave 1.5CuFt X1100 Black,1100-watt 1-1/2-cubic-foot convection microwave oven,"Fabrikam, Inc.",Fabrikam,Deluxe,Black,Mid,5,"$3,329.70 ",4,3,Microwaves,Home Appliances,Medium
SO612131,United States,"Monday, October 12, 2015",S,2019,Product0803037,AW00000253,38,803037,Litware Microwave 1.5CuFt X110 White,1100-watt 1-1/2-cubic-foot convection microwave oven,"Litware, Inc.",Litware,Deluxe,White,Mid,3,"$1,997.82 ",3,3,Microwaves,Home Appliances,Medium
SO6728011,United States,"Sunday, September 27, 2015",S,2007,Product0803025,AW00000670,307,803025,Fabrikam Microwave 1.5CuFt X1100 Black,1100-watt 1-1/2-cubic-foot convection microwave oven,"Fabrikam, Inc.",Fabrikam,Deluxe,Black,Mid,4,"$2,663.76 ",3,5,Microwaves,Home Appliances,Medium
SO652445,United States,"Monday, September 21, 2015",S,2067,Product0803085,AW00000295,302,803085,Contoso Microwave 1.5CuFt X0110 Grey,1100-watt 1-1/2-cubic-foot convection microwave oven,"Contoso, Ltd",Contoso,Deluxe,Grey,Mid,5,"$3,329.70 ",1,1,Microwaves,Home Appliances,Medium
SO6946520,United States,"Tuesday, August 18, 2015",S,2037,Product0803055,AW00000700,73,803055,Litware Microwave 1.5CuFt X110 Red,1100-watt 1-1/2-cubic-foot convection microwave oven,"Litware, Inc.",Litware,Deluxe,Red,Mid,3,"$1,997.82 ",4,4,Microwaves,Home Appliances,Medium
SO612475,United States,"Friday, July 31, 2015",S,2025,Product0803043,AW00000292,248,803043,Litware Microwave 1.5CuFt X110 Silver,1100-watt 1-1/2-cubic-foot convection microwave oven,"Litware, Inc.",Litware,Deluxe,Silver,Mid,4,"$2,663.76 ",4,4,Microwaves,Home Appliances,Medium
SO695274,United States,"Sunday, July 19, 2015",S,1989,Product0803007,AW00000257,115,803007,Fabrikam Microwave 1.5CuFt X1100 Silver,1100-watt 1-1/2-cubic-foot convection microwave oven,"Fabrikam, Inc.",Fabrikam,Deluxe,Silver,Mid,5,"$3,329.70 ",4,4,Microwaves,Home Appliances,Medium
SO672921,United States,"Wednesday, July 8, 2015",S,2007,Product0803025,AW00000004,146,803025,Fabrikam Microwave 1.5CuFt X1100 Black,1100-watt 1-1/2-cubic-foot convection microwave oven,"Fabrikam, Inc.",Fabrikam,Deluxe,Black,Mid,5,"$3,329.70 ",4,5,Microwaves,Home Appliances,Medium
SO718964,United States,"Tuesday, July 7, 2015",S,2061,Product0803079,AW00000648,61,803079,Contoso Microwave 1.5CuFt X0110 Silver,1100-watt 1-1/2-cubic-foot convection microwave oven,"Contoso, Ltd",Contoso,Deluxe,Silver,Mid,5,"$3,329.70 ",4,4,Microwaves,Home Appliances,Medium
SO7183520,United States,"Monday, April 20, 2015",S,2049,Product0803067,AW00000621,254,803067,Litware Microwave 1.5CuFt X110 Blue,1100-watt 1-1/2-cubic-foot convection microwave oven,"Litware, Inc.",Litware,Deluxe,Blue,Mid,4,"$2,663.76 ",4,4,Microwaves,Home Appliances,Medium
SO651525,United States,"Thursday, March 26, 2015",S,2055,Product0803073,AW00000216,43,803073,Contoso Microwave 1.5CuFt X0110 White,1100-watt 1-1/2-cubic-foot convection microwave oven,"Contoso, Ltd",Contoso,Deluxe,White,Mid,3,"$1,997.82 ",6,4,Microwaves,Home Appliances,Medium
SO632931,United States,"Sunday, March 15, 2015",S,2007,Product0803025,AW00000260,216,803025,Fabrikam Microwave 1.5CuFt X1100 Black,1100-watt 1-1/2-cubic-foot convection microwave oven,"Fabrikam, Inc.",Fabrikam,Deluxe,Black,Mid,2,"$1,331.88 ",2,5,Microwaves,Home Appliances,Medium
SO651553,United States,"Wednesday, February 11, 2015",S,2055,Product0803073,AW00000149,94,803073,Contoso Microwave 1.5CuFt X0110 White,1100-watt 1-1/2-cubic-foot convection microwave oven,"Contoso, Ltd",Contoso,Deluxe,White,Mid,3,"$1,997.82 ",5,4,Microwaves,Home Appliances,Medium
SO6947522,United States,"Tuesday, January 13, 2015",S,2013,Product0803031,AW00000605,310,803031,Fabrikam Microwave 1.5CuFt X1100 Blue,1100-watt 1-1/2-cubic-foot convection microwave oven,"Fabrikam, Inc.",Fabrikam,Deluxe,Blue,Mid,2,"$1,331.88 ",3,3,Microwaves,Home Appliances,Medium
SO502129,United States,"Monday, December 8, 2014",S,1989,Product0803007,AW00000207,165,803007,Fabrikam Microwave 1.5CuFt X1100 Silver,1100-watt 1-1/2-cubic-foot convection microwave oven,"Fabrikam, Inc.",Fabrikam,Deluxe,Silver,Mid,5,"$3,329.70 ",4,4,Microwaves,Home Appliances,Medium
SO5890629,United States,"Sunday, October 26, 2014",S,2067,Product0803085,AW00000149,250,803085,Contoso Microwave 1.5CuFt X0110 Grey,1100-watt 1-1/2-cubic-foot convection microwave oven,"Contoso, Ltd",Contoso,Deluxe,Grey,Mid,5,"$3,329.70 ",5,1,Microwaves,Home Appliances,Medium
SO5069621,United States,"Saturday, October 18, 2014",S,1995,Product0803013,AW00000579,110,803013,Fabrikam Microwave 1.5CuFt X1100 Grey,1100-watt 1-1/2-cubic-foot convection microwave oven,"Fabrikam, Inc.",Fabrikam,Deluxe,Grey,Mid,2,"$1,331.88 ",3,4,Microwaves,Home Appliances,Medium
SO5071236,United States,"Monday, September 29, 2014",S,2001,Product0803019,AW00000418,140,803019,Fabrikam Microwave 1.5CuFt X1100 Red,1100-watt 1-1/2-cubic-foot convection microwave oven,"Fabrikam, Inc.",Fabrikam,Deluxe,Red,Mid,4,"$2,663.76 ",3,4,Microwaves,Home Appliances,Medium
SO5356316,United States,"Monday, September 22, 2014",S,2061,Product0803079,AW00000170,309,803079,Contoso Microwave 1.5CuFt X0110 Silver,1100-watt 1-1/2-cubic-foot convection microwave oven,"Contoso, Ltd",Contoso,Deluxe,Silver,Mid,5,"$3,329.70 ",4,3,Microwaves,Home Appliances,Medium
SO5356920,United States,"Tuesday, July 15, 2014",S,2013,Product0803031,AW00000055,8,803031,Fabrikam Microwave 1.5CuFt X1100 Blue,1100-watt 1-1/2-cubic-foot convection microwave oven,"Fabrikam, Inc.",Fabrikam,Deluxe,Blue,Mid,4,"$2,663.76 ",5,2,Microwaves,Home Appliances,Medium
SO5704638,United States,"Sunday, June 29, 2014",S,2001,Product0803019,AW00000650,218,803019,Fabrikam Microwave 1.5CuFt X1100 Red,1100-watt 1-1/2-cubic-foot convection microwave oven,"Fabrikam, Inc.",Fabrikam,Deluxe,Red,Mid,3,"$1,997.82 ",5,3,Microwaves,Home Appliances,Medium
SO5525336,United States,"Wednesday, June 4, 2014",S,2067,Product0803085,AW00000530,300,803085,Contoso Microwave 1.5CuFt X0110 Grey,1100-watt 1-1/2-cubic-foot convection microwave oven,"Contoso, Ltd",Contoso,Deluxe,Grey,Mid,2,"$1,331.88 ",3,3,Microwaves,Home Appliances,Medium
SO5025231,United States,"Friday, April 11, 2014",S,1989,Product0803007,AW00000167,8,803007,Fabrikam Microwave 1.5CuFt X1100 Silver,1100-watt 1-1/2-cubic-foot convection microwave oven,"Fabrikam, Inc.",Fabrikam,Deluxe,Silver,Mid,3,"$1,997.82 ",5,4,Microwaves,Home Appliances,Medium
SO552426,United States,"Tuesday, April 1, 2014",S,2079,Product0803097,AW00000220,152,803097,Contoso Microwave 1.5CuFt X0110 Black,1100-watt 1-1/2-cubic-foot convection microwave oven,"Contoso, Ltd",Contoso,Deluxe,Black,Mid,5,"$3,329.70 ",4,4,Microwaves,Home Appliances,Medium
SO5902315,United States,"Monday, January 20, 2014",S,2037,Product0803055,AW00000061,294,803055,Litware Microwave 1.5CuFt X110 Red,1100-watt 1-1/2-cubic-foot convection microwave oven,"Litware, Inc.",Litware,Deluxe,Red,Mid,4,"$2,663.76 ",2,4,Microwaves,Home Appliances,Medium
SO5533119,United States,"Monday, January 20, 2014",S,2055,Product0803073,AW00000494,265,803073,Contoso Microwave 1.5CuFt X0110 White,1100-watt 1-1/2-cubic-foot convection microwave oven,"Contoso, Ltd",Contoso,Deluxe,White,Mid,5,"$3,329.70 ",5,4,Microwaves,Home Appliances,Medium
SO5902711,United States,"Thursday, December 19, 2013",S,1995,Product0803013,AW00000021,221,803013,Fabrikam Microwave 1.5CuFt X1100 Grey,1100-watt 1-1/2-cubic-foot convection microwave oven,"Fabrikam, Inc.",Fabrikam,Deluxe,Grey,Mid,5,"$3,329.70 ",1,3,Microwaves,Home Appliances,Medium
SO6121026,United States,"Monday, November 2, 2015",S,2486,Product0808077,AW00000523,116,808077,Litware 18'' Oscillating Pedestal Fan M145 Blue,19-inch oscillating pedestal fan with all-metal construction,"Litware, Inc.",Litware,Deluxe,Blue,Mid,3,"$1,200.00 ",3,4,Fans,Home Appliances,Medium
SO7183321,United States,"Saturday, October 3, 2015",S,2480,Product0808071,AW00000182,177,808071,Litware 18'' Oscillating Pedestal Fan M135 Pink,18-inch oscillating pedestal fan with all-metal construction,"Litware, Inc.",Litware,Deluxe,Pink,Mid,3,"$1,050.00 ",4,4,Fans,Home Appliances,Medium
SO7190710,United States,"Sunday, September 27, 2015",S,2481,Product0808072,AW00000454,70,808072,Litware 18'' Oscillating Pedestal Fan M135 Yellow,18-inch oscillating pedestal fan with all-metal construction,"Litware, Inc.",Litware,Deluxe,Yellow,Mid,5,"$1,750.00 ",2,3,Fans,Home Appliances,Medium
SO7195241,United States,"Thursday, July 23, 2015",S,2484,Product0808075,AW00000490,27,808075,Litware 18'' Oscillating Pedestal Fan M145 Pink,19-inch oscillating pedestal fan with all-metal construction,"Litware, Inc.",Litware,Deluxe,Pink,Mid,4,"$1,600.00 ",5,4,Fans,Home Appliances,Medium
SO6729433,United States,"Monday, July 20, 2015",S,2481,Product0808072,AW00000290,82,808072,Litware 18'' Oscillating Pedestal Fan M135 Yellow,18-inch oscillating pedestal fan with all-metal construction,"Litware, Inc.",Litware,Deluxe,Yellow,Mid,3,"$1,050.00 ",6,4,Fans,Home Appliances,Medium
SO631462,United States,"Saturday, May 9, 2015",S,2481,Product0808072,AW00000259,285,808072,Litware 18'' Oscillating Pedestal Fan M135 Yellow,18-inch oscillating pedestal fan with all-metal construction,"Litware, Inc.",Litware,Deluxe,Yellow,Mid,3,"$1,050.00 ",5,4,Fans,Home Appliances,Medium
SO7180323,United States,"Monday, February 2, 2015",S,2482,Product0808073,AW00000327,185,808073,Litware 18'' Oscillating Pedestal Fan M135 Blue,18-inch oscillating pedestal fan with all-metal construction,"Litware, Inc.",Litware,Deluxe,Blue,Mid,3,"$1,050.00 ",5,3,Fans,Home Appliances,Medium
SO589623,United States,"Friday, November 21, 2014",S,2483,Product0808074,AW00000621,224,808074,Litware 18'' Oscillating Pedestal Fan M135 White,18-inch oscillating pedestal fan with all-metal construction,"Litware, Inc.",Litware,Deluxe,White,Mid,5,"$1,750.00 ",4,3,Fans,Home Appliances,Medium
SO5713729,United States,"Saturday, November 1, 2014",S,2480,Product0808071,AW00000309,294,808071,Litware 18'' Oscillating Pedestal Fan M135 Pink,18-inch oscillating pedestal fan with all-metal construction,"Litware, Inc.",Litware,Deluxe,Pink,Mid,5,"$1,750.00 ",3,4,Fans,Home Appliances,Medium
SO5345446,United States,"Friday, October 31, 2014",S,2485,Product0808076,AW00000149,141,808076,Litware 18'' Oscillating Pedestal Fan M145 Yellow,19-inch oscillating pedestal fan with all-metal construction,"Litware, Inc.",Litware,Deluxe,Yellow,Mid,3,"$1,200.00 ",4,4,Fans,Home Appliances,Medium
SO5031422,United States,"Tuesday, September 30, 2014",S,2486,Product0808077,AW00000433,135,808077,Litware 18'' Oscillating Pedestal Fan M145 Blue,19-inch oscillating pedestal fan with all-metal construction,"Litware, Inc.",Litware,Deluxe,Blue,Mid,5,"$2,000.00 ",2,3,Fans,Home Appliances,Medium
SO5185613,United States,"Thursday, September 18, 2014",S,2484,Product0808075,AW00000435,64,808075,Litware 18'' Oscillating Pedestal Fan M145 Pink,19-inch oscillating pedestal fan with all-metal construction,"Litware, Inc.",Litware,Deluxe,Pink,Mid,4,"$1,600.00 ",3,5,Fans,Home Appliances,Medium
SO5360619,United States,"Tuesday, July 29, 2014",S,2481,Product0808072,AW00000061,294,808072,Litware 18'' Oscillating Pedestal Fan M135 Yellow,18-inch oscillating pedestal fan with all-metal construction,"Litware, Inc.",Litware,Deluxe,Yellow,Mid,4,"$1,400.00 ",3,3,Fans,Home Appliances,Medium
SO5354625,United States,"Wednesday, July 23, 2014",S,2486,Product0808077,AW00000624,277,808077,Litware 18'' Oscillating Pedestal Fan M145 Blue,19-inch oscillating pedestal fan with all-metal construction,"Litware, Inc.",Litware,Deluxe,Blue,Mid,5,"$2,000.00 ",4,4,Fans,Home Appliances,Medium
SO5114047,United States,"Wednesday, July 23, 2014",S,2481,Product0808072,AW00000660,9,808072,Litware 18'' Oscillating Pedestal Fan M135 Yellow,18-inch oscillating pedestal fan with all-metal construction,"Litware, Inc.",Litware,Deluxe,Yellow,Mid,4,"$1,400.00 ",6,4,Fans,Home Appliances,Medium
SO5029222,United States,"Wednesday, June 18, 2014",S,2486,Product0808077,AW00000435,232,808077,Litware 18'' Oscillating Pedestal Fan M145 Blue,19-inch oscillating pedestal fan with all-metal construction,"Litware, Inc.",Litware,Deluxe,Blue,Mid,4,"$1,600.00 ",2,4,Fans,Home Appliances,Medium
SO6940639,United States,"Saturday, November 14, 2015",S,2128,Product0805013,AW00000361,292,805013,Contoso Coffee Maker Super-Auto 12C X1250 White,"Combination 12 cup Super-Auto coffee maker, 1250-watt super-automatic espresso machine","Contoso, Ltd",Contoso,Deluxe,White,Low,1,"$1,650.00 ",3,5,Coffee Machines,Home Appliances,Medium
SO632406,United States,"Monday, November 2, 2015",S,2158,Product0805043,AW00000131,197,805043,Adventure Works Coffee Maker Super-Auto 12C X125 Grey,"Combination 12 cup Super-Auto coffee maker, 1250-watt super-automatic espresso machine",Adventure Works,Adventure Works,Deluxe,Grey,Low,2,"$3,300.00 ",5,3,Coffee Machines,Home Appliances,Medium
SO6732738,United States,"Friday, September 25, 2015",S,2164,Product0805049,AW00000660,303,805049,Fabrikam Coffee Maker Super-Auto 12C X125 Black,"Combination 12 cup Super-Auto coffee maker, 1250-watt super-automatic espresso machine","Fabrikam, Inc.",Fabrikam,Deluxe,Black,Low,2,"$3,300.00 ",3,4,Coffee Machines,Home Appliances,Medium
SO7183618,United States,"Saturday, September 12, 2015",S,2164,Product0805049,AW00000254,289,805049,Fabrikam Coffee Maker Super-Auto 12C X125 Black,"Combination 12 cup Super-Auto coffee maker, 1250-watt super-automatic espresso machine","Fabrikam, Inc.",Fabrikam,Deluxe,Black,Low,2,"$3,300.00 ",5,5,Coffee Machines,Home Appliances,Medium
SO5899315,United States,"Thursday, March 12, 2015",S,2164,Product0805049,AW00000627,302,805049,Fabrikam Coffee Maker Super-Auto 12C X125 Black,"Combination 12 cup Super-Auto coffee maker, 1250-watt super-automatic espresso machine","Fabrikam, Inc.",Fabrikam,Deluxe,Black,Low,3,"$4,950.00 ",4,5,Coffee Machines,Home Appliances,Medium
SO695191,United States,"Monday, March 2, 2015",S,2176,Product0805061,AW00000152,134,805061,Fabrikam Coffee Maker Super-Auto 12C X125 White,"Combination 12 cup Super-Auto coffee maker, 1250-watt super-automatic espresso machine","Fabrikam, Inc.",Fabrikam,Deluxe,White,Low,1,"$1,650.00 ",7,3,Coffee Machines,Home Appliances,Medium
SO6734617,United States,"Tuesday, January 20, 2015",S,2176,Product0805061,AW00000451,27,805061,Fabrikam Coffee Maker Super-Auto 12C X125 White,"Combination 12 cup Super-Auto coffee maker, 1250-watt super-automatic espresso machine","Fabrikam, Inc.",Fabrikam,Deluxe,White,Low,2,"$3,300.00 ",2,1,Coffee Machines,Home Appliances,Medium
SO5182822,United States,"Sunday, January 18, 2015",S,2182,Product0805067,AW00000079,67,805067,Fabrikam Coffee Maker Super-Auto 12C X125 Grey,"Combination 12 cup Super-Auto coffee maker, 1250-watt super-automatic espresso machine","Fabrikam, Inc.",Fabrikam,Deluxe,Grey,Low,2,"$3,300.00 ",4,5,Coffee Machines,Home Appliances,Medium
SO570386,United States,"Monday, January 12, 2015",S,2134,Product0805019,AW00000377,239,805019,Contoso Coffee Maker Super-Auto 12C X1250 Grey,"Combination 12 cup Super-Auto coffee maker, 1250-watt super-automatic espresso machine","Contoso, Ltd",Contoso,Deluxe,Grey,Low,1,"$1,650.00 ",2,5,Coffee Machines,Home Appliances,Medium
SO5709927,United States,"Thursday, December 25, 2014",S,2140,Product0805025,AW00000605,52,805025,Adventure Works Coffee Maker Super-Auto 12C X125 Black,"Combination 12 cup Super-Auto coffee maker, 1250-watt super-automatic espresso machine",Adventure Works,Adventure Works,Deluxe,Black,Low,1,"$1,650.00 ",3,4,Coffee Machines,Home Appliances,Medium
